ID , Source_Name , RA , Dec , z , Rmag , Class , Flux_1GHz , Flux_143GHz , Flux_keV , Flux_Fermi
#id , Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
174 , 5BZBJ0340-2119 , 03 40 35.61 , -21 19 31.18 , 0.233  , 16.5 , BL Lac , 1075 , 382 , 0.47 , 5e-10
175 , 5BZBJ0348-1610 , 03 48 39.27 , -16 10 17.79 , 0  , 16.2 , BL Lac , 437 , 565 , 0.63 , 0
176 , 5BZBJ0349-1159 , 03 49 23.2 , -11 59 26.98 , 0.188  , 17.4 , BL Lac , 24 , 0 , 14.3 , 0
177 , 5BZBJ0351-3703 , 03 51 54.56 , -37 03 44.2 , 0.165  , 16.4 , BL Lac , 35 , 0 , 1.24 , 0
178 , 5BZBJ0353-3623 , 03 53 05.03 , -36 23 08.41 , 0  , 18.2 , BL Lac , 6 , 0 , 2.29 , 0
179 , 5BZBJ0354+8009 , 03 54 46.13 , +80 09 28.8 , 0  , 20.1 , BL Lac Candidate , 643 , 0 , 0.09 , 1.2e-9
180 , 5BZBJ0357-4955 , 03 57 00.17 , -49 55 48.61 , 0.643 ?  , 16.8 , BL Lac , 215 , 0 , 0.28 , 4e-10
181 , 5BZBJ0358-3054 , 03 58 56.1 , -30 54 47.8 , 0  , 18.8 , BL Lac Candidate , 8 , 0 , 2.2 , 0
182 , 5BZBJ0359-2615 , 03 59 33.67 , -26 15 31.28 , 0  , 20.6 , BL Lac , 796 , 0 , 0 , 0
183 , 5BZBJ0401+8153 , 04 01 28.72 , +81 53 11.9 , 0.215  , 17.8 , BL Lac Candidate , 13 , 0 , 1.74 , 0
184 , 5BZBJ0402-2615 , 04 02 00.77 , -26 15 39.31 , 0  , 18.8 , BL Lac , 145 , 0 , 0.14 , 5e-10
185 , 5BZBJ0403-2429 , 04 03 24.55 , -24 29 49.81 , 0.357  , 18.5 , BL Lac , 7 , 0 , 2.32 , 0
186 , 5BZBJ0407+0742 , 04 07 29.09 , +07 42 07.48 , 1.133 ?  , 17.3 , BL Lac , 296 , 0 , 0.23 , 7e-10
187 , 5BZBJ0409+0640 , 04 09 25.85 , +06 40 35.11 , 0.805  , 20 , BL Lac , 144 , 0 , 0 , 0
188 , 5BZBJ0409+1217 , 04 09 22.01 , +12 17 39.8 , 0.504 ?  , 19 , BL Lac , 430 , 0 , 0.15 , 0
189 , 5BZBJ0409-0400 , 04 09 46.59 , -04 00 03.6 , 0  , 17 , BL Lac , 40 , 0 , 0.32 , 8e-10
190 , 5BZBJ0409-0555 , 04 09 11.34 , -05 55 29.31 , 0  , 19.8 , BL Lac , 27 , 0 , 0 , 0
191 , 5BZBJ0411-3941 , 04 11 11.25 , -39 41 42.61 , 0  , 19.5 , BL Lac , 5 , 0 , 2.33 , 0
192 , 5BZBJ0416+0105 , 04 16 52.49 , +01 05 23.89 , 0.287  , 16.9 , BL Lac , 120 , 0 , 22.6 , 7e-10
193 , 5BZBJ0421-0629 , 04 21 32.92 , -06 29 03.19 , 0.391  , 18.2 , BL Lac Candidate , 15 , 0 , 2.66 , 0
194 , 5BZBJ0422+1950 , 04 22 18.32 , +19 50 54.99 , 0.516  , 18.6 , BL Lac , 9 , 0 , 2.12 , 0
195 , 5BZBJ0423+4150 , 04 23 56.0 , +41 50 02.68 , 0  , 19.2 , BL Lac Candidate , 1756 , 0 , 0 , 2.9e-9
196 , 5BZBJ0424+0036 , 04 24 46.84 , +00 36 06.4 , 0  , 14.3 , BL Lac , 493 , 452 , 0.69 , 1.9e-9
197 , 5BZBJ0425-5331 , 04 25 04.26 , -53 31 58.29 , 0  , 16.1 , BL Lac , 261 , 151 , 0.48 , 6e-10
198 , 5BZBJ0428-3756 , 04 28 40.42 , -37 56 19.6 , 1.11 ?  , 16.3 , BL Lac , 753 , 1813 , 0.42 , 3.11e-8
199 , 5BZBJ0429-3236 , 04 29 00.17 , -32 36 41.18 , 0  , 18.3 , BL Lac Candidate , 9 , 0 , 3.29 , 0
200 , 5BZBJ0430-2507 , 04 30 16.01 , -25 07 38.89 , 0  , 18.8 , BL Lac , 107 , 0 , 0.09 , 4e-10
201 , 5BZBJ0433+2905 , 04 33 37.83 , +29 05 55.49 , 0.97 ?  , 18.6 , BL Lac , 402 , 0 , 0.61 , 4.3e-9
202 , 5BZBJ0433-4502 , 04 33 13.84 , -45 02 54.59 , 0.324 ?  , 18.7 , BL Lac , 53 , 0 , 0 , 0
203 , 5BZBJ0434-2015 , 04 34 07.91 , -20 15 17.2 , 0  , 19.6 , BL Lac , 166 , 0 , 0.34 , 7e-10
204 , 5BZBJ0434-2342 , 04 34 28.97 , -23 42 05.29 , 0  , 20.9 , BL Lac , 50 , 0 , 0 , 4e-10
205 , 5BZBJ0439-4522 , 04 39 00.84 , -45 22 22.51 , 0  , 19.5 , BL Lac , 978 , 290 , 0.58 , 1.1e-9
206 , 5BZBJ0440+2750 , 04 40 50.38 , +27 50 46.78 , 0  , 18.4 , BL Lac , 103 , 0 , 0.18 , 9e-10
207 , 5BZBJ0440-2459 , 04 40 18.56 , -24 59 34.11 , 0.6 ?  , 17.9 , BL Lac Candidate , 13 , 0 , 2.09 , 0
208 , 5BZBJ0441+1504 , 04 41 27.47 , +15 04 55.59 , 0  , 18.4 , BL Lac , 14 , 0 , 10.2 , 0
209 , 5BZBJ0441-2952 , 04 41 19.49 , -29 52 36.3 , 0  , 19.4 , BL Lac Candidate , 576 , 0 , 0 , 0
210 , 5BZBJ0442-0018 , 04 42 30.2 , -00 18 29.8 , 0.449  , 19.1 , BL Lac , 5 , 0 , 1.67 , 0
211 , 5BZBJ0448-1632 , 04 48 37.63 , -16 32 42.79 , 0  , 16.6 , BL Lac , 59 , 0 , 3.22 , 9e-10
212 , 5BZBJ0449-4350 , 04 49 24.7 , -43 50 08.98 , 0.205 ?  , 14.9 , BL Lac , 359 , 0 , 8.12 , 1.14e-8
213 , 5BZBJ0502+1338 , 05 02 33.2 , +13 38 10.89 , 0  , 19.5 , BL Lac , 545 , 0 , 0.16 , 0
214 , 5BZBJ0503+6534 , 05 03 05.81 , +65 34 01.19 , 0  , 17.4 , BL Lac Candidate , 76 , 0 , 5.05 , 0
215 , 5BZBJ0503-1115 , 05 03 35.43 , -11 15 06.08 , 0  , 19.9 , BL Lac , 10 , 0 , 4.64 , 0
216 , 5BZBJ0505+0415 , 05 05 34.78 , +04 15 54.68 , 0.424  , 16.8 , BL Lac , 168 , 0 , 3.07 , 8e-10
217 , 5BZBJ0505+6113 , 05 05 58.79 , +61 13 35.9 , 0  , 18.7 , BL Lac , 22 , 0 , 0.71 , 6e-10
218 , 5BZBJ0506-0858 , 05 06 39.89 , -08 58 01.59 , 0  , 18 , BL Lac , 21 , 0 , 0.26 , 6e-10
219 , 5BZBJ0506-5435 , 05 06 57.79 , -54 35 03.8 , 0  , 16.1 , BL Lac , 18 , 0 , 5.44 , 5e-10
220 , 5BZBJ0507+6737 , 05 07 56.25 , +67 37 24.38 , 0.416 ?  , 17.2 , BL Lac , 26 , 0 , 12.9 , 2.4e-9
221 , 5BZBJ0508+8432 , 05 08 42.36 , +84 32 04.48 , 1.34  , 17.4 , BL Lac , 295 , 0 , 0.39 , 0
222 , 5BZBJ0509+0541 , 05 09 25.96 , +05 41 35.3 , 0  , 14.3 , BL Lac , 536 , 395 , 0.56 , 4.9e-9
223 , 5BZBJ0509-0400 , 05 09 38.14 , -04 00 45.5 , 0.304  , 17.9 , BL Lac Candidate , 71 , 0 , 9.07 , 0
224 , 5BZBJ0509-2514 , 05 09 39.85 , -25 14 03.58 , 0.264  , 19 , BL Lac , 4 , 0 , 1.21 , 0
225 , 5BZBJ0515+1527 , 05 15 47.34 , +15 27 16.48 , 0  , 18.3 , BL Lac , 27 , 0 , 0.14 , 1.4e-9
226 , 5BZBJ0516+7351 , 05 16 31.2 , +73 51 08.6 , 0  , 18.2 , BL Lac , 58 , 0 , 0.74 , 4e-10
227 , 5BZBJ0516-6207 , 05 16 44.93 , -62 07 05.41 , 1.3 ?  , 17.5 , BL Lac , 418 , 764 , 3.1 , 3.1e-9
228 , 5BZBJ0521+2112 , 05 21 45.96 , +21 12 51.51 , 0  , 15.5 , BL Lac , 530 , 0 , 1.4 , 9e-9
229 , 5BZBJ0527+0331 , 05 27 32.7 , +03 31 31.51 , 0  , 17.2 , BL Lac , 252 , 489 , 0 , 0
230 , 5BZBJ0533-4632 , 05 33 40.81 , -46 32 15.0 , 0.332  , 19.2 , BL Lac , 246 , 0 , 0.13 , 0
231 , 5BZBJ0533-7216 , 05 33 44.7 , -72 16 24.31 , 0  , 18.8 , BL Lac , 155 , 0 , 0 , 4e-10
232 , 5BZBJ0536-3343 , 05 36 29.06 , -33 43 02.38 , 0  , 16.8 , BL Lac , 94 , 0 , 4.84 , 2.1e-9
233 , 5BZBJ0537-5718 , 05 37 48.95 , -57 18 30.2 , 0  , 17.2 , BL Lac , 102 , 0 , 0.45 , 4e-10
234 , 5BZBJ0538-4405 , 05 38 50.35 , -44 05 08.91 , 0.892  , 16 , BL Lac , 3729 , 5955 , 2.1 , 3.71e-8
235 , 5BZBJ0540+2507 , 05 40 14.33 , +25 07 55.3 , 0.623  , 19.5 , BL Lac , 271 , 0 , 0 , 0
236 , 5BZBJ0540+5823 , 05 40 30.0 , +58 23 38.39 , 0  , 17.5 , BL Lac , 30 , 0 , 5.46 , 8e-10
237 , 5BZBJ0543-5532 , 05 43 57.2 , -55 32 07.4 , 0.273  , 16.5 , BL Lac , 41 , 0 , 9.04 , 1.9e-9
238 , 5BZBJ0546-2204 , 05 46 56.76 , -22 04 55.7 , 0.247  , 17.7 , BL Lac Candidate , 12 , 0 , 0.45 , 0
239 , 5BZBJ0553-2034 , 05 53 33.1 , -20 34 18.69 , 0  , 18.2 , BL Lac , 233 , 0 , 0.68 , 0
240 , 5BZBJ0556-4351 , 05 56 18.73 , -43 51 46.0 , 0  , 19.1 , BL Lac , 28 , 0 , 0 , 6e-10
241 , 5BZBJ0558-3838 , 05 58 06.1 , -38 38 29.5 , 0.302  , 16.1 , BL Lac , 105 , 0 , 7 , 7e-10
242 , 5BZBJ0558-7459 , 05 58 46.03 , -74 59 05.2 , 0  , 16.1 , BL Lac , 243 , 0 , 0.17 , 7e-10
243 , 5BZBJ0601+3838 , 06 01 02.86 , +38 38 29.18 , 0  , 19.8 , BL Lac , 704 , 0 , 0.06 , 7e-10
244 , 5BZBJ0604-4817 , 06 04 08.64 , -48 17 25.4 , 0  , 17.3 , BL Lac , 32 , 0 , 3.1 , 7e-10
245 , 5BZBJ0607+4739 , 06 07 23.24 , +47 39 46.9 , 0  , 16.6 , BL Lac Candidate , 381 , 0 , 0.39 , 2.2e-9
246 , 5BZBJ0607-2518 , 06 07 14.38 , -25 18 59.5 , 0.275  , 17.7 , BL Lac , 12 , 0 , 1.91 , 0
247 , 5BZBJ0609-0247 , 06 09 15.05 , -02 47 54.6 , 0  , 16.9 , BL Lac , 62 , 0 , 0.31 , 1e-9
248 , 5BZBJ0610-1847 , 06 10 17.88 , -18 47 40.09 , 0  , 17.3 , BL Lac , 128 , 0 , 0.38 , 6e-10
249 , 5BZBJ0612+4122 , 06 12 51.18 , +41 22 37.41 , 0  , 16.3 , BL Lac , 248 , 0 , 0.25 , 3.6e-9
250 , 5BZBJ0613+7107 , 06 13 43.32 , +71 07 26.68 , 0.267  , 19.1 , BL Lac , 25 , 0 , 0.39 , 0
251 , 5BZBJ0615-3117 , 06 15 19.24 , -31 17 21.51 , 0  , 18.8 , BL Lac , 173 , 0 , 0.16 , 0
252 , 5BZBJ0617+5701 , 06 17 16.91 , +57 01 16.39 , 0  , 17 , BL Lac , 463 , 0 , 0.31 , 1.2e-9
253 , 5BZBJ0621+1747 , 06 21 47.75 , +17 47 35.08 , 0  , 18.6 , BL Lac , 12 , 0 , 1.32 , 0
254 , 5BZBJ0621-3411 , 06 21 49.68 , -34 11 49.41 , 0.529  , 20.2 , BL Lac , 8 , 0 , 1.84 , 0
255 , 5BZBJ0623-5257 , 06 23 37.86 , -52 57 56.01 , 0  , 17.7 , BL Lac , 47 , 0 , 0.42 , 0
256 , 5BZBJ0624-3230 , 06 24 45.05 , -32 30 55.29 , 0.252  , 19.7 , BL Lac , 42 , 0 , 0.75 , 0
257 , 5BZBJ0625+4440 , 06 25 18.27 , +44 40 01.59 , 0  , 17.3 , BL Lac , 122 , 0 , 1.16 , 8e-10
258 , 5BZBJ0628-6248 , 06 28 57.48 , -62 48 44.71 , 0  , 19.9 , BL Lac , 528 , 0 , 0 , 6e-10
259 , 5BZBJ0629-1959 , 06 29 23.76 , -19 59 19.71 , 0  , 20.1 , BL Lac , 677 , 487 , 0.17 , 2.5e-9
260 , 5BZBJ0630-2406 , 06 30 59.51 , -24 06 46.18 , 0  , 16 , BL Lac , 105 , 0 , 1.12 , 3.4e-9
261 , 5BZBJ0635-2620 , 06 35 20.9 , -26 20 39.91 , 0  , 19.1 , BL Lac , 0 , 249 , 0 , 0
262 , 5BZBJ0639-3346 , 06 39 20.89 , -33 46 00.08 , 0  , 20.8 , BL Lac Candidate , 264 , 0 , 0 , 0
263 , 5BZBJ0648+1516 , 06 48 47.64 , +15 16 24.81 , 0.179  , 16.2 , BL Lac , 64 , 0 , 6.38 , 1.6e-9
264 , 5BZBJ0650+2502 , 06 50 46.48 , +25 02 59.6 , 0.203 ?  , 16.3 , BL Lac , 96 , 0 , 13 , 1.8e-9
265 , 5BZBJ0656-2403 , 06 56 22.67 , -24 03 19.51 , 0.371  , 19.1 , BL Lac , 104 , 0 , 0.11 , 0
266 , 5BZBJ0700-6610 , 07 00 31.24 , -66 10 45.19 , 0  , 15.1 , BL Lac , 288 , 0 , 0.45 , 3.9e-9
267 , 5BZBJ0702-1951 , 07 02 42.89 , -19 51 21.99 , 0  , 18 , BL Lac , 527 , 340 , 0 , 1e-9
268 , 5BZBJ0706+3744 , 07 06 31.68 , +37 44 36.31 , 0  , 17.3 , BL Lac , 27 , 0 , 0.56 , 1e-9
269 , 5BZBJ0706+7741 , 07 06 51.31 , +77 41 36.99 , 0  , 17.5 , BL Lac , 38 , 0 , 0.18 , 1e-9
270 , 5BZBJ0707+6110 , 07 07 00.61 , +61 10 11.6 , 0  , 16.4 , BL Lac , 425 , 0 , 0 , 0
271 , 5BZBJ0708+2241 , 07 08 58.29 , +22 41 35.48 , 0  , 16.7 , BL Lac , 41 , 0 , 0.69 , 7e-10
272 , 5BZBJ0710+4732 , 07 10 46.09 , +47 32 11.11 , 1.292 ?  , 13.9 , BL Lac , 1019 , 0 , 0.67 , 8e-10
273 , 5BZBJ0710+5908 , 07 10 30.05 , +59 08 20.18 , 0.125  , 15.1 , BL Lac , 91 , 0 , 13.4 , 8e-10
274 , 5BZBJ0712+5033 , 07 12 43.67 , +50 33 22.71 , 0  , 18.1 , BL Lac , 189 , 0 , 0.23 , 1.7e-9
275 , 5BZBJ0712+5719 , 07 12 18.9 , +57 19 47.99 , 0.095 ?  , 20.1 , BL Lac , 8 , 0 , 1.29 , 0
276 , 5BZBJ0718-4319 , 07 18 43.63 , -43 19 49.69 , 0  , 16.5 , BL Lac , 85 , 0 , 0.37 , 2.5e-9
277 , 5BZBJ0721+7120 , 07 21 53.45 , +71 20 36.38 , 0  , 14.1 , BL Lac , 727 , 2502 , 2.27 , 1.83e-8
278 , 5BZBJ0722-0731 , 07 22 59.68 , -07 31 34.78 , 0  , 17.7 , BL Lac , 84 , 0 , 3.16 , 0
279 , 5BZBJ0723+5841 , 07 23 14.03 , +58 41 20.11 , 0  , 18.2 , BL Lac Candidate , 16 , 0 , 0.65 , 6e-10
280 , 5BZBJ0723-8247 , 07 23 39.41 , -82 47 41.09 , 0  , 20.2 , BL Lac , 203 , 188 , 0 , 3e-10
281 , 5BZBJ0724+2621 , 07 24 42.73 , +26 21 30.59 , 0  , 17.4 , BL Lac Candidate , 4 , 0 , 0 , 0
282 , 5BZBJ0726+3734 , 07 26 59.52 , +37 34 23.01 , 0.872 ?  , 19.1 , BL Lac , 11 , 0 , 0.22 , 0
283 , 5BZBJ0730+3307 , 07 30 26.05 , +33 07 22.9 , 0.112  , 17.8 , BL Lac Candidate , 9 , 0 , 1.4 , 5e-10
284 , 5BZBJ0731+2804 , 07 31 52.72 , +28 04 33.09 , 0.248 ?  , 17.6 , BL Lac , 71 , 0 , 2.54 , 0
285 , 5BZBJ0733+3515 , 07 33 29.56 , +35 15 42.8 , 0.177  , 17.1 , BL Lac Candidate , 99 , 0 , 1.77 , 0
286 , 5BZBJ0733+4111 , 07 33 46.8 , +41 11 19.89 , 0.67 ?  , 18.2 , BL Lac , 24 , 0 , 0 , 0
287 , 5BZBJ0737+2846 , 07 37 01.85 , +28 46 45.91 , 0.272  , 18.4 , BL Lac , 16 , 0 , 0.7 , 0
288 , 5BZBJ0737+3216 , 07 37 05.58 , +32 16 32.01 , 0  , 20.5 , BL Lac , 12 , 0 , 0 , 0
289 , 5BZBJ0738+1742 , 07 38 07.38 , +17 42 19.0 , 0.424  , 15.5 , BL Lac , 2258 , 392 , 0.97 , 5.2e-9
290 , 5BZBJ0740+3226 , 07 40 54.59 , +32 26 00.81 , 0  , 19.1 , BL Lac , 15 , 0 , 0 , 0
291 , 5BZBJ0742+3018 , 07 42 42.91 , +30 18 35.99 , 0.495  , 19.5 , BL Lac , 24 , 0 , 0 , 0
292 , 5BZBJ0743+1714 , 07 43 05.1 , +17 14 24.39 , 0  , 18.7 , BL Lac , 306 , 0 , 0 , 0
293 , 5BZBJ0744+7433 , 07 44 05.35 , +74 33 58.21 , 0.314  , 16.6 , BL Lac , 23 , 0 , 6.29 , 6e-10
294 , 5BZBJ0745+2226 , 07 45 59.17 , +22 26 50.89 , 0  , 18.9 , BL Lac , 39 , 0 , 0.28 , 0
295 , 5BZBJ0746-1555 , 07 46 18.23 , -15 55 34.71 , 0  , 19.2 , BL Lac , 423 , 237 , 0.27 , 0
296 , 5BZBJ0747+7639 , 07 47 14.6 , +76 39 17.31 , 0  , 18.3 , BL Lac Candidate , 131 , 0 , 0 , 0
297 , 5BZBJ0749+7451 , 07 49 29.57 , +74 51 44.78 , 0.607  , 18.1 , BL Lac , 45 , 0 , 4.79 , 0
298 , 5BZBJ0751+3928 , 07 51 44.94 , +39 28 17.61 , 0  , 20.5 , BL Lac , 4 , 0 , 0 , 0
299 , 5BZBJ0753+5352 , 07 53 01.38 , +53 52 59.59 , 0  , 17.9 , BL Lac , 803 , 0 , 0.42 , 1.2e-9
300 , 5BZBJ0754+4823 , 07 54 45.66 , +48 23 50.71 , 0  , 17 , BL Lac , 265 , 509 , 0.5 , 1.1e-9
301 , 5BZBJ0754-1147 , 07 54 26.45 , -11 47 16.9 , 0  , 18.2 , BL Lac , 881 , 392 , 0 , 1.4e-9
302 , 5BZBJ0755+3726 , 07 55 23.1 , +37 26 18.81 , 0.606 ?  , 20.7 , BL Lac , 2 , 0 , 0.73 , 0
303 , 5BZBJ0756+4140 , 07 56 02.73 , +41 40 39.79 , 0.579  , 19.8 , BL Lac , 7 , 0 , 0.11 , 0
304 , 5BZBJ0757+0956 , 07 57 06.64 , +09 56 34.9 , 0.266  , 15.1 , BL Lac , 956 , 1105 , 1.18 , 2e-9
305 , 5BZBJ0800+1645 , 08 00 18.78 , +16 45 56.98 , 0.308  , 18 , BL Lac , 83 , 0 , 0.09 , 0
306 , 5BZBJ0800+6210 , 08 00 04.14 , +62 10 14.3 , 0  , 19.3 , BL Lac Candidate , 5 , 0 , 0.44 , 0
307 , 5BZBJ0801+1336 , 08 01 15.05 , +13 36 42.58 , 1.042 ?  , 19 , BL Lac , 17 , 0 , 0 , 0
308 , 5BZBJ0801+4401 , 08 01 08.27 , +44 01 10.3 , 0  , 19.8 , BL Lac , 228 , 0 , 0 , 6e-10
309 , 5BZBJ0801+6444 , 08 01 02.15 , +64 44 49.59 , 0.2 ?  , 18.9 , BL Lac Candidate , 12 , 0 , 0.67 , 0
310 , 5BZBJ0802+1006 , 08 02 04.81 , +10 06 37.9 , 0  , 17.2 , BL Lac , 7 , 0 , 0 , 0
311 , 5BZBJ0803+2437 , 08 03 07.3 , +24 37 50.91 , 0  , 18.8 , BL Lac , 24 , 0 , 0.26 , 0
312 , 5BZBJ0803+4816 , 08 03 23.03 , +48 16 17.9 , 0.503  , 19.7 , BL Lac , 12 , 0 , 1.36 , 0
313 , 5BZBJ0805+7534 , 08 05 26.63 , +75 34 24.99 , 0.121  , 15.2 , BL Lac , 52 , 0 , 3.66 , 1.5e-9
314 , 5BZBJ0806+1330 , 08 06 15.3 , +13 30 20.01 , 0.504  , 19.7 , BL Lac , 14 , 0 , 0 , 0
315 , 5BZBJ0806+5931 , 08 06 25.92 , +59 31 07.1 , 0  , 15.7 , BL Lac , 61 , 0 , 2.24 , 0
316 , 5BZBJ0807-0541 , 08 07 09.61 , -05 41 13.88 , 0  , 17.9 , BL Lac , 545 , 0 , 0.31 , 1.3e-9
317 , 5BZBJ0809+5218 , 08 09 49.19 , +52 18 58.39 , 0.138  , 15.3 , BL Lac , 182 , 0 , 8.26 , 2.4e-9
318 , 5BZBJ0811+0146 , 08 11 26.71 , +01 46 52.28 , 1.148  , 19.2 , BL Lac , 598 , 0 , 0.25 , 1.3e-9
319 , 5BZBJ0811-7530 , 08 11 03.23 , -75 30 27.9 , 0  , 17.2 , BL Lac , 147 , 0 , 0.43 , 2.7e-9
320 , 5BZBJ0812+1141 , 08 12 26.01 , +11 41 58.59 , 0  , 19.8 , BL Lac , 19 , 0 , 0 , 0
321 , 5BZBJ0812+5554 , 08 12 51.43 , +55 54 21.88 , 0.383  , 18.3 , BL Lac , 27 , 0 , 0.68 , 0
322 , 5BZBJ0812+6509 , 08 12 40.84 , +65 09 10.9 , 0  , 17.8 , BL Lac , 31 , 0 , 1.43 , 4e-10
323 , 5BZBJ0814+2940 , 08 14 21.25 , +29 40 21.28 , 0  , 18.4 , BL Lac , 28 , 0 , 0.88 , 0
324 , 5BZBJ0814+6431 , 08 14 39.18 , +64 31 22.11 , 0  , 17.5 , BL Lac , 88 , 0 , 0.29 , 1.3e-9
325 , 5BZBJ0814-1012 , 08 14 11.69 , -10 12 10.29 , 0  , 16.6 , BL Lac Candidate , 36 , 0 , 2.65 , 1.1e-9
326 , 5BZBJ0816+2051 , 08 16 49.78 , +20 51 06.51 , 0  , 18.1 , BL Lac , 39 , 0 , 0 , 4e-10
327 , 5BZBJ0816+4910 , 08 16 09.56 , +49 10 04.4 , 0  , 17.9 , BL Lac , 49 , 0 , 0 , 0
328 , 5BZBJ0816+5739 , 08 16 22.7 , +57 39 09.28 , 0  , 17.3 , BL Lac , 100 , 0 , 1.52 , 1e-9
329 , 5BZBJ0816+6208 , 08 16 43.09 , +62 08 29.18 , 0  , 18.8 , BL Lac Candidate , 85 , 0 , 0.4 , 0
330 , 5BZBJ0816-1311 , 08 16 27.2 , -13 11 52.58 , 0  , 16 , BL Lac , 70 , 0 , 8.64 , 2.7e-9
331 , 5BZBJ0817+3243 , 08 17 50.99 , +32 43 40.8 , 0  , 18.5 , BL Lac , 7 , 0 , 0.47 , 5e-10
332 , 5BZBJ0817-0933 , 08 17 49.75 , -09 33 30.6 , 0  , 16.9 , BL Lac , 468 , 0 , 0 , 1.5e-9
333 , 5BZBJ0818+2814 , 08 18 27.35 , +28 14 02.9 , 0.226  , 17.4 , BL Lac , 64 , 0 , 0.13 , 0
334 , 5BZBJ0818+3153 , 08 18 40.06 , +31 53 48.19 , 0  , 19.2 , BL Lac , 63 , 0 , 0 , 0
335 , 5BZBJ0818+4222 , 08 18 16.0 , +42 22 45.58 , 0.53 ?  , 18.1 , BL Lac , 1091 , 850 , 0.32 , 7.2e-9
336 , 5BZBJ0819+1429 , 08 19 31.59 , +14 29 37.6 , 0.494  , 19.3 , BL Lac , 8 , 0 , 0 , 0
337 , 5BZBJ0819+2747 , 08 19 18.85 , +27 47 30.69 , 0  , 18.9 , BL Lac , 234 , 0 , 0 , 4e-10
338 , 5BZBJ0819+4037 , 08 19 25.9 , +40 37 44.0 , 0.389  , 18.7 , BL Lac , 79 , 0 , 0 , 0
339 , 5BZBJ0819-0756 , 08 19 17.58 , -07 56 26.01 , 0  , 18.4 , BL Lac Candidate , 7 , 0 , 1.4 , 3e-10
340 , 5BZBJ0820+2353 , 08 20 51.19 , +23 53 45.38 , 0.402  , 18 , BL Lac , 49 , 0 , 0.64 , 0
341 , 5BZBJ0820+3640 , 08 20 20.19 , +36 40 04.58 , 0  , 18.8 , BL Lac , 94 , 0 , 0 , 0
342 , 5BZBJ0820-1258 , 08 20 57.45 , -12 58 59.08 , 0  , 16.5 , BL Lac , 1096 , 0 , 0.96 , 0
343 , 5BZBJ0823+1125 , 08 23 20.56 , +11 25 51.31 , 0.441  , 19 , BL Lac , 10 , 0 , 0.63 , 0
344 , 5BZBJ0823+2223 , 08 23 24.76 , +22 23 03.4 , 0.951 ?  , 19.4 , BL Lac , 2272 , 376 , 0.17 , 0
345 , 5BZBJ0825+0309 , 08 25 50.34 , +03 09 24.4 , 0.506  , 18.3 , BL Lac , 1400 , 0 , 1.57 , 7e-10
346 , 5BZBJ0826+4130 , 08 26 03.95 , +41 30 43.88 , 0  , 19.2 , BL Lac , 12 , 0 , 0 , 0
347 , 5BZBJ0826-2230 , 08 26 01.57 , -22 30 27.21 , 0.91  , 15 , BL Lac , 519 , 493 , 1.32 , 4.5e-9
348 , 5BZBJ0827+0841 , 08 27 07.08 , +08 41 21.51 , 0  , 19.5 , BL Lac Candidate , 15 , 0 , 0.6 , 0
349 , 5BZBJ0828+2312 , 08 28 01.14 , +23 12 17.78 , 0  , 19.9 , BL Lac , 36 , 0 , 0 , 0
350 , 5BZBJ0831+0429 , 08 31 48.88 , +04 29 39.08 , 0.174  , 15.4 , BL Lac , 1241 , 468 , 0.6 , 5e-9
351 , 5BZBJ0831+1746 , 08 31 33.06 , +17 46 30.68 , 0  , 18.6 , BL Lac , 33 , 0 , 0 , 0
352 , 5BZBJ0832+3300 , 08 32 51.46 , +33 00 11.01 , 0.672  , 20.4 , BL Lac , 4 , 0 , 1.54 , 0
353 , 5BZBJ0832+4913 , 08 32 23.21 , +49 13 21.21 , 0  , 19.3 , BL Lac , 344 , 340 , 0.15 , 0
354 , 5BZBJ0833+4726 , 08 33 57.07 , +47 26 53.01 , 0.494  , 18.8 , BL Lac , 11 , 0 , 1.11 , 0
355 , 5BZBJ0834+1825 , 08 34 17.59 , +18 25 01.81 , 0.336  , 18.7 , BL Lac , 20 , 0 , 0.2 , 0
356 , 5BZBJ0834+4403 , 08 34 58.19 , +44 03 38.3 , 0  , 18 , BL Lac , 149 , 0 , 0 , 5e-10
357 , 5BZBJ0835+0937 , 08 35 43.2 , +09 37 18.01 , 0  , 18.3 , BL Lac , 79 , 0 , 0 , 0
358 , 5BZBJ0837+1458 , 08 37 24.71 , +14 58 19.81 , 0.278  , 17.3 , BL Lac , 54 , 0 , 11.5 , 0
359 , 5BZBJ0837+1759 , 08 37 43.99 , +17 59 20.0 , 0.313  , 18.4 , BL Lac , 8 , 0 , 0 , 0
360 , 5BZBJ0839+0319 , 08 39 49.25 , +03 19 54.19 , 1.57 ?  , 20.6 , BL Lac , 670 , 0 , 0 , 0
361 , 5BZBJ0839+1802 , 08 39 30.71 , +18 02 47.18 , 0  , 17.1 , BL Lac , 410 , 0 , 0.31 , 4e-10
362 , 5BZBJ0839+3540 , 08 39 43.37 , +35 40 01.48 , 0  , 18.7 , BL Lac , 77 , 0 , 0 , 4e-10
